time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/n_updates,train/loss,train/clip_range,train/approx_kl,train/value_loss,train/entropy_loss,train/learning_rate
433,840,178,364544,-0.025512995294411665,0.85796773,0.253369140625,1770,-0.042006827890872955,0.2,0.041738376,0.012779588243574835,-0.37389342617243526,0.0003
436,840,179,366592,-0.022494852695672307,0.95358604,0.304296875,1780,-0.06290160119533539,0.2,0.064095736,0.009059729959699326,-0.5009191274642945,0.0003
438,840,180,368640,-0.003944229149783496,0.94251823,0.20947265625,1790,-0.012733779847621918,0.2,0.030643648,0.0105844075922505,-0.5051906506530941,0.0003
440,840,181,370688,-0.012058303802041337,0.91387343,0.239990234375,1800,-0.03341234475374222,0.2,0.06640297,0.013346837022982071,-0.42711082147434354,0.0003
443,840,182,372736,-0.021930361875274685,0.95584774,0.21669921875,1810,-0.01615702174603939,0.2,0.035142906,0.01191001976840198,-0.406517346855253,0.0003
445,840,183,374784,-0.011436084768502042,0.743383,0.208935546875,1820,-0.039068542420864105,0.2,0.034133423,0.010993977354519301,-0.48264302043244245,0.0003
448,840,184,376832,-0.009069240202370566,0.4922052,0.211279296875,1830,-0.03332524374127388,0.2,0.034626767,0.010701569885713979,-0.4641972036100924,0.0003
450,840,185,378880,-0.012229010928422213,0.35747707,0.197900390625,1840,-0.042631715536117554,0.2,0.040571723,0.010862381437618751,-0.42434389516711235,0.0003
453,840,186,380928,-0.020987524138763546,0.95039725,0.299169921875,1850,-0.029787153005599976,0.2,0.0368507,0.0077232145020389,-0.6654839958995581,0.0003
455,840,187,382976,-0.014569141148240306,0.5311392,0.20791015625,1860,-0.030436869710683823,0.2,0.024990214,0.007735347752168309,-0.4513196422718465,0.0003
457,840,188,385024,0.006741785581107251,0.855772,0.40283203125,1870,-0.06525462120771408,0.2,0.118426815,0.012143321768962777,-0.3563481752295047,0.0003
460,840,189,387072,-0.00831842645420693,-0.14338136,0.27490234375,1880,-0.04259210452437401,0.2,0.11571227,0.023865045767161065,-0.34416568535380065,0.0003
462,840,190,389120,-0.023461223822960165,0.8611156,0.286328125,1890,-0.043963611125946045,0.2,0.057590522,0.012135825237783138,-0.5523387151770294,0.0003
465,841,191,391168,-0.014776727397111245,0.7768346,0.232373046875,1900,-6.152084097266197e-05,0.2,0.036027707,0.014795482356566936,-0.5171287551522254,0.0003
467,841,192,393216,-0.05602738957531983,0.8491646,0.3431640625,1910,-0.0832139253616333,0.2,0.046770643,0.0069806678911845665,-0.579331555776298,0.0003
469,841,193,395264,-0.017000132524117362,0.88559747,0.227734375,1920,-0.03242901340126991,0.2,0.037858896,0.010175373691890855,-0.4710502203553915,0.0003
472,841,194,397312,-0.013386938281473703,0.67736834,0.25107421875,1930,0.006857735104858875,0.2,0.024213009,0.008182462615513942,-0.6934885073453187,0.0003
474,841,195,399360,-0.008034442203643266,0.6927878,0.1880859375,1940,-0.023041583597660065,0.2,0.023791917,0.008699766967038159,-0.4921100467443466,0.0003
476,841,196,401408,-0.007973977939400356,0.9151803,0.134765625,1950,0.0016006836667656898,0.2,0.016395096,0.011985664955864195,-0.4293616771697998,0.0003
479,841,197,403456,-0.005121068301377818,-0.084498405,0.157568359375,1960,-0.029040994122624397,0.2,0.02253909,0.008343046520894858,-0.45942853912711146,0.0003
481,841,198,405504,-0.008903295891650486,0.79137164,0.215185546875,1970,-0.019547034054994583,0.2,0.027798792,0.009033565915888175,-0.5529409335926175,0.0003
484,841,199,407552,-0.04806104986637365,0.46647817,0.330615234375,1980,-0.07470317929983139,0.2,0.0636384,0.01470725186954951,-0.5587418994866311,0.0003
486,841,200,409600,-0.006896212321589701,0.7039715,0.257763671875,1990,-0.0534183606505394,0.2,0.06961003,0.014960439251444769,-0.5449662535451353,0.0003
489,841,201,411648,-0.0018110420322045683,0.5459465,0.1373046875,2000,-0.010114651173353195,0.2,0.019139774,0.010946910663915333,-0.4212575160898268,0.0003
491,841,202,413696,-0.017390728218015284,0.81396806,0.21455078125,2010,-0.050510913133621216,0.2,0.026918137,0.00978592621977441,-0.5780357260257005,0.0003
493,841,203,415744,-0.0083701594179729,0.8792405,0.2009765625,2020,-0.05244112014770508,0.2,0.0687164,0.00938114920281805,-0.6037633665837348,0.0003
496,841,204,417792,-0.006776157987769693,0.51735353,0.18525390625,2030,-0.03510405868291855,0.2,0.02708274,0.01963722728542052,-0.3893180570565164,0.0003
498,841,205,419840,-0.004424105559883174,0.94463265,0.1740234375,2040,-0.022277647629380226,0.2,0.023324687,0.008148468640138162,-0.7138785481452942,0.0003
501,841,206,421888,-0.01170414669177262,0.95862085,0.22880859375,2050,0.037322673946619034,0.2,0.035456657,0.008564164055860602,-0.635784000903368,0.0003
503,841,207,423936,-0.011599696693883743,0.9704086,0.20703125,2060,-0.053978677839040756,0.2,0.024773233,0.008258923902758397,-0.6520828451961279,0.0003
505,841,208,425984,-0.009248341168859042,0.2945881,0.11796875,2070,0.012259827926754951,0.2,0.016667627,0.011553378815006,-0.19909090735018253,0.0003
508,842,209,428032,-0.05239835973625304,0.70149314,0.273291015625,2080,-0.023930197581648827,0.2,0.09397932,0.013938129461894277,-0.34068593378178774,0.0003
510,842,210,430080,-0.029119616383104584,0.80956435,0.282275390625,2090,-0.03398270905017853,0.2,0.0726351,0.01184024125614087,-0.32464664657600223,0.0003
513,842,211,432128,-0.029787896884954534,0.9244387,0.286572265625,2100,-0.04348330944776535,0.2,0.07709753,0.011106716557696928,-0.3675161506514996,0.0003
515,842,212,434176,-0.017086940731678622,0.90224695,0.270166015625,2110,-0.0527159757912159,0.2,0.08786036,0.02303655001160223,-0.5262184959836305,0.0003
517,842,213,436224,-0.02121741586161079,0.6936993,0.281640625,2120,-0.05662338063120842,0.2,0.08187723,0.016527294863772114,-0.38460036367177963,0.0003
520,842,214,438272,-0.012597460851975485,0.9206212,0.249462890625,2130,-0.01840316876769066,0.2,0.032594986,0.011814419752045068,-0.6283463708125054,0.0003
522,842,215,440320,-0.02121843257918954,0.9128344,0.255224609375,2140,-0.07150246948003769,0.2,0.061192833,0.011587692200555466,-0.6690215068869293,0.0003
525,842,216,442368,-0.022464482205396052,0.9590033,0.300244140625,2150,-0.09194094687700272,0.2,0.060176715,0.008918949401413556,-0.8265100523829461,0.0003
527,842,217,444416,-0.01623035537922988,0.9434964,0.2271484375,2160,-0.01715932972729206,0.2,0.067219086,0.020123971889552193,-0.5503411516547203,0.0003
530,842,218,446464,-0.017928264636429957,0.3395934,0.236767578125,2170,-0.03472109138965607,0.2,0.048238628,0.011908466038585174,-0.4647825799882412,0.0003
532,842,219,448512,-0.04412071255792398,0.9249179,0.28779296875,2180,-0.04766764119267464,0.2,0.0748094,0.013584654465375934,-0.480648176651448,0.0003
534,842,220,450560,-0.04581645514263073,0.9234304,0.306591796875,2190,-0.07744693011045456,0.2,0.14141782,0.00768539814525866,-0.502637067437172,0.0003
537,842,221,452608,-0.007292532699648291,0.78105634,0.1703125,2200,0.002666618674993515,0.2,0.036563896,0.014376170178002213,-0.4086863877251744,0.0003
539,842,222,454656,-0.020987391500966623,0.9684873,0.284765625,2210,0.0839349552989006,0.2,0.04291258,0.007159410668100464,-0.8214535648003221,0.0003
542,842,223,456704,-0.01669191934779519,0.6693536,0.24453125,2220,-0.045802026987075806,0.2,0.03493668,0.014753103349357843,-0.6553091308102011,0.0003
544,842,224,458752,-0.016053468227619307,0.9613707,0.2251953125,2230,-0.01594260148704052,0.2,0.020104228,0.01043563372513745,-0.6902912501245737,0.0003
546,842,225,460800,-0.013232382691057865,0.95419705,0.22587890625,2240,0.16405050456523895,0.2,0.035872977,0.0059007425792515274,-0.6960068676620722,0.0003
549,842,226,462848,-0.01744483493093867,0.94493663,0.216259765625,2250,-0.02620232105255127,0.2,0.018210543,0.010967796979821287,-0.5532877006568014,0.0003
551,842,227,464896,-0.020108443425851875,0.96348375,0.321484375,2260,-0.06704802066087723,0.2,0.07346932,0.01055594592471607,-0.5929664826951921,0.0003
553,842,228,466944,-0.0031517364870524032,0.9722307,0.180078125,2270,-0.006286804098635912,0.2,0.03927724,0.014338742187828758,-0.5379379127174616,0.0003
556,842,229,468992,-0.008615091179672163,0.72925365,0.2123046875,2280,-0.06776538491249084,0.2,0.21711996,0.008990971782623092,-0.44288133839145305,0.0003
558,842,230,471040,-0.04683193994860631,0.64549994,0.343896484375,2290,-0.05515096336603165,0.2,0.0482935,0.022930207784520464,-0.33722296576015653,0.0003
561,842,231,473088,0.006827266205073101,0.9851786,0.20732421875,2300,-0.03304552286863327,0.2,0.061060492,0.004368764092578204,-0.6120252937078476,0.0003
563,842,232,475136,-0.013189260543731507,0.9263258,0.193212890625,2310,-0.043340764939785004,0.2,0.028037984,0.013134869020723272,-0.4965418095700443,0.0003
566,842,233,477184,-0.0015754340158309788,0.92425704,0.182861328125,2320,0.005588706582784653,0.2,0.032347225,0.011605873766529839,-0.5452918197959662,0.0003
568,842,234,479232,-0.028654529112100136,0.9687281,0.23115234375,2330,-0.02849416807293892,0.2,0.042082403,0.008936790464940714,-0.5014308492653072,0.0003
570,842,235,481280,-0.0087616029282799,0.77433604,0.171435546875,2340,-0.016969533637166023,0.2,0.036740497,0.01015257689432474,-0.4049566239118576,0.0003
573,843,236,483328,-0.062152041913941504,0.5265243,0.376708984375,2350,-0.08350448310375214,0.2,0.07324253,0.018283399676147383,-0.3770394002553076,0.0003
575,843,237,485376,-0.05767949406290427,0.10287839,0.31513671875,2360,-0.0766022801399231,0.2,0.0665526,0.011475044160033577,-0.37147790105082096,0.0003
578,843,238,487424,-0.008952702267561109,0.90396065,0.16748046875,2370,-0.026709161698818207,0.2,0.026929082,0.0133639339444926,-0.3341689631342888,0.0003
580,843,239,489472,-0.016519328230060637,0.9722166,0.199267578125,2380,0.037321314215660095,0.2,0.0537472,0.00848460146371508,-0.4850288737565279,0.0003
582,843,240,491520,-0.057536123879253866,0.3238545,0.4146484375,2390,0.47843894362449646,0.2,0.098541155,0.013293270698341075,-0.49947662800550463,0.0003
585,843,241,493568,-0.012556571725872346,0.9380745,0.23974609375,2400,-0.013159448280930519,0.2,0.056404416,0.009825541901227553,-0.4726663583889604,0.0003
587,843,242,495616,-0.017990012106020005,0.6681354,0.1994140625,2410,-0.0470508448779583,0.2,0.052871298,0.021754738909658046,-0.46325559383258225,0.0003
590,843,243,497664,-0.0063085107409278866,0.95747966,0.171044921875,2420,-0.02758069708943367,0.2,0.030202756,0.01168747034680564,-0.3975976161658764,0.0003
592,843,244,499712,-0.0206099322240334,0.94076294,0.255712890625,2430,-0.048359256237745285,0.2,0.048200615,0.011560529994312674,-0.71790971159935,0.0003
594,843,245,501760,-0.03934685716958484,0.8176513,0.335205078125,2440,-0.07646821439266205,0.2,0.040221456,0.007596856711461442,-0.7334939071908593,0.0003
