time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/policy_gradient_loss,train/clip_range,train/n_updates,train/approx_kl,train/value_loss,train/loss,train/entropy_loss,train/clip_fraction,train/explained_variance,train/learning_rate
880,176,360448,409,-0.028564348109648564,0.2,1750,0.061434027,0.078528527461458,-0.006784174591302872,-0.36672072154469787,0.29921875,0.54888976,0.0003
880,177,362496,411,-0.01427651670674095,0.2,1760,0.060026392,0.024699671793496237,0.019142957404255867,-0.3142802469898015,0.194677734375,0.67162704,0.0003
880,178,364544,414,-0.013258090722956695,0.2,1770,0.05797547,0.010514265407982748,-0.03352929651737213,-0.29277335088700057,0.17353515625,0.772307,0.0003
880,179,366592,416,-0.01493059884669492,0.2,1780,0.048247516,0.010962787142489105,-0.028486398980021477,-0.2683053069282323,0.182177734375,0.8023768,0.0003
880,180,368640,418,-0.019733709533466027,0.2,1790,0.05717467,0.006638111855863826,-0.028685592114925385,-0.22031446644105018,0.165087890625,0.8612412,0.0003
880,181,370688,421,-0.012753625558980275,0.2,1800,0.07728668,0.014652700399165042,-0.008818153291940689,-0.21676254291087388,0.16171875,0.58359456,0.0003
880,182,372736,423,0.007086333457846194,0.2,1810,0.09360637,0.0023725685108729523,-0.05780947208404541,-0.2762714178767055,0.231494140625,0.9281844,0.0003
880,183,374784,425,-0.03650533707696013,0.2,1820,0.119880095,0.10536704161204398,-0.03909805044531822,-0.4604570183902979,0.401416015625,0.29164243,0.0003
880,184,376832,427,-0.027062952602864242,0.2,1830,0.03805627,0.034575849922839554,-0.02925070747733116,-0.3393669974990189,0.29287109375,0.3076973,0.0003
881,185,378880,429,-0.028042099613230675,0.2,1840,0.048619784,0.016497993952361865,-0.002988266758620739,-0.284764469275251,0.22998046875,0.77758914,0.0003
881,186,380928,432,-0.03268817611387931,0.2,1850,0.15131302,0.0038236633539781907,-0.02594619058072567,-0.27708220700733366,0.28037109375,0.92324424,0.0003
881,187,382976,434,-0.04547984015080146,0.2,1860,0.0806184,0.027309822113602424,-0.035786330699920654,-0.37604802940040827,0.345263671875,0.42795074,0.0003
881,188,385024,436,-0.027301767416065558,0.2,1870,0.06408964,0.02417852135549765,-0.05592890456318855,-0.2949670244008303,0.21142578125,0.58839,0.0003
881,189,387072,439,0.006638190633384511,0.2,1880,0.18857846,0.004932560577435652,-0.04834432527422905,-0.29697535862214863,0.293212890625,0.8562939,0.0003
881,190,389120,441,0.00648597490217071,0.2,1890,0.08357598,0.02089298815408256,-0.017890024930238724,-0.38998301594983786,0.224365234375,0.10869861,0.0003
881,191,391168,443,-0.06059060466068331,0.2,1900,0.07064169,0.058819940150715413,0.018443066626787186,-0.4954375478439033,0.47255859375,0.1837244,0.0003
881,192,393216,446,-0.019294107251334937,0.2,1910,0.06449507,0.043141792970709504,-0.05772466957569122,-0.3737453294917941,0.26923828125,0.5318225,0.0003
881,193,395264,448,-0.0030949624378990848,0.2,1920,0.044525594,0.008880013339512516,-0.043942052870988846,-0.2739871303085238,0.197607421875,0.73696244,0.0003
881,194,397312,450,-0.0188962441025069,0.2,1930,0.054412093,0.011258861700480339,-0.03258977085351944,-0.26630211123265324,0.2037109375,0.7828999,0.0003
881,195,399360,452,-0.02758258921239758,0.2,1940,0.055858925,0.004993555810142425,-0.03802419453859329,-0.2193320429418236,0.16865234375,0.8806615,0.0003
881,196,401408,455,-0.027130380208836867,0.2,1950,0.037433416,0.019960471178637817,-0.0009557502344250679,-0.21479515952523798,0.19873046875,0.73174953,0.0003
882,197,403456,457,-0.027580198377836495,0.2,1960,0.04831729,0.005993994736672903,-0.035374678671360016,-0.20273033604025842,0.215673828125,0.8358674,0.0003
881,198,405504,459,-0.01009523533139145,0.2,1970,0.11427195,0.01096068710758118,-0.032802194356918335,-0.23929439592175186,0.257666015625,0.753813,0.0003
881,199,407552,462,-0.004526558706129435,0.2,1980,0.047968302,0.005993122569816478,-0.02823462337255478,-0.17526479000225664,0.133056640625,0.8758822,0.0003
881,200,409600,464,-0.020567231897439343,0.2,1990,0.050615057,0.003102381203279947,-0.08242521435022354,-0.29610853116028013,0.244189453125,0.89983654,0.0003
882,201,411648,466,-0.013104434672277421,0.2,2000,0.034475893,0.023682121708407066,0.022987132892012596,-0.4987672449089587,0.276025390625,0.3961807,0.0003
882,202,413696,468,-0.02114678892394295,0.2,2010,0.038790762,0.04059160359320231,-0.014196816831827164,-0.3834741534665227,0.217236328125,0.66945463,0.0003
881,203,415744,471,-0.02427510260604322,0.2,2020,0.0701457,0.025166775254183447,0.028966067358851433,-0.3297815590631217,0.2318359375,0.67980254,0.0003
881,204,417792,473,-0.02114473528927192,0.2,2030,0.08375466,0.008760030716075562,-0.07736559957265854,-0.2927829052321613,0.279931640625,0.7767603,0.0003
881,205,419840,476,-0.02820157348178327,0.2,2040,0.06724924,0.016085312230279668,-0.02114199474453926,-0.3565981878899038,0.280712890625,0.6555499,0.0003
882,206,421888,478,-0.025372057464846876,0.2,2050,0.14041965,0.016016466334986035,-0.029699571430683136,-0.2482083505485207,0.2314453125,0.7990414,0.0003
882,207,423936,480,-0.013747916405554861,0.2,2060,0.07059563,0.0116538894821133,-0.04759818688035011,-0.25263731530867517,0.2359375,0.8004298,0.0003
882,208,425984,482,-0.01758404682332184,0.2,2070,0.100923255,0.018711444339714944,-0.05628897249698639,-0.3283831026405096,0.250634765625,0.48892748,0.0003
882,209,428032,484,-0.013848582591162995,0.2,2080,0.036169514,0.013826964603504166,-0.014114564284682274,-0.27164233098737894,0.179833984375,0.8037206,0.0003
882,210,430080,487,-0.021740677604248047,0.2,2090,0.09379048,0.010060160391731188,-0.06436236202716827,-0.2633146933512762,0.281640625,0.8372292,0.0003
882,211,432128,489,-0.016038809904421213,0.2,2100,0.06126104,0.012372049569967203,-0.020609457045793533,-0.3396871461998671,0.251611328125,0.70918524,0.0003
883,212,434176,491,0.027807412238325925,0.2,2110,0.1298967,0.028879840590525417,-0.08447010070085526,-0.3908332144841552,0.273486328125,0.49765503,0.0003
883,213,436224,493,-0.008425467161578127,0.2,2120,0.044872273,0.006827660369162913,-0.02585388347506523,-0.278520422289148,0.198046875,0.84273666,0.0003
883,214,438272,496,-0.026718889537733048,0.2,2130,0.04926377,0.011210314932395705,-0.08038926124572754,-0.2899281721562147,0.249169921875,0.7867535,0.0003
883,215,440320,498,-0.03796249290462583,0.2,2140,0.068167254,0.01335710835410282,-0.04303189367055893,-0.28599494472146036,0.268017578125,0.8205389,0.0003
883,216,442368,500,-0.04183308276406024,0.2,2150,0.10482897,0.006668364594224841,-0.04559217020869255,-0.28006624153349546,0.310791015625,0.85232425,0.0003
883,217,444416,502,-0.04398108994355425,0.2,2160,0.058710948,0.11735451761633157,-0.04088456183671951,-0.33539261198602616,0.319287109375,0.33643228,0.0003
884,218,446464,504,-0.031240029784385115,0.2,2170,0.07296873,0.045195923774736003,-0.015510864555835724,-0.3044562358874828,0.285400390625,0.2530086,0.0003
884,219,448512,507,-0.030017076834337787,0.2,2180,0.05873309,0.03383227538433857,-0.025731045752763748,-0.3599261791910976,0.274951171875,0.6580354,0.0003
884,220,450560,509,-0.031858402745274364,0.2,2190,0.06621927,0.027748564790817908,-0.04476555436849594,-0.35432916805148124,0.27412109375,0.75441784,0.0003
884,221,452608,511,-0.020920683174335864,0.2,2200,0.0579538,0.010186858217639382,-0.08967301994562149,-0.30747152799740435,0.24296875,0.7749177,0.0003
884,222,454656,514,-0.013995912925020093,0.2,2210,0.06252705,0.011167374133947305,-0.010782046243548393,-0.3582552596926689,0.248828125,0.659199,0.0003
884,223,456704,516,-0.01749039703863673,0.2,2220,0.04606487,0.008005687129480066,-0.015219376422464848,-0.27449550135061146,0.229833984375,0.84937274,0.0003
884,224,458752,518,-0.015861210101866162,0.2,2230,0.10448984,0.01293710044992622,0.05280383676290512,-0.3618452307302505,0.321630859375,0.5624596,0.0003
884,225,460800,520,-0.03522269535169471,0.2,2240,0.0650724,0.01408310019178316,-0.03855286166071892,-0.26770862340927126,0.22353515625,0.7143673,0.0003
884,226,462848,522,0.021985258418135346,0.2,2250,0.18658389,0.004140116394046345,-0.02562849409878254,-0.30370727009139953,0.328662109375,0.8789743,0.0003
885,227,464896,525,-0.013952135608997196,0.2,2260,0.047576036,0.018986356479581447,-0.03878093510866165,-0.47297127414494755,0.304150390625,0.5740266,0.0003
885,228,466944,527,-0.024540499511931557,0.2,2270,0.046739876,0.011771253639744827,-0.01560470275580883,-0.3713591914623976,0.257421875,0.7974433,0.0003
885,229,468992,529,-0.052116598331485874,0.2,2280,0.16827093,0.0034806605777703225,-0.04168787598609924,-0.4729598724748939,0.42412109375,0.8971985,0.0003
885,230,471040,531,-0.019408444817236158,0.2,2290,0.047607034,0.0282468883524416,-0.034836795181035995,-0.8011850118637085,0.312060546875,0.24303955,0.0003
885,231,473088,534,-0.01438581105467165,0.2,2300,0.019365475,0.08242083181394264,-0.022609487175941467,-0.7955862248316408,0.2509765625,0.0031099916,0.0003
886,232,475136,536,-0.02418138701323187,0.2,2310,0.023606915,0.10806393106468022,0.035550735890865326,-0.6425071895122528,0.283544921875,0.27121866,0.0003
886,233,477184,538,-0.032990858318225944,0.2,2320,0.029647244,0.04737463172641583,0.05694101005792618,-0.5215908136218786,0.33134765625,0.5466846,0.0003
886,234,479232,540,-0.03276469944103155,0.2,2330,0.070227206,0.01896516610577237,-0.01782127283513546,-0.3439555306453258,0.297021484375,0.7163348,0.0003
886,235,481280,542,-0.015297358518000691,0.2,2340,0.036156327,0.006464707005216041,-0.006112323608249426,-0.21223541223444045,0.0837890625,0.85605496,0.0003
886,236,483328,545,0.050909974466776475,0.2,2350,0.05306865,0.008271916920057265,0.07017749547958374,-0.19162271190434693,0.110302734375,0.78665715,0.0003
886,237,485376,547,-0.031617997639114034,0.2,2360,0.09994483,0.013744190490979236,-0.05239702761173248,-0.20482790416572244,0.217138671875,0.7316369,0.0003
886,238,487424,549,-0.02484344442782458,0.2,2370,0.10327486,0.006769852303841617,-0.017873557284474373,-0.19534860651474445,0.20966796875,0.84541607,0.0003
887,239,489472,551,0.03426425269572064,0.2,2380,0.15211836,0.0036165645944493006,-0.07501764595508575,-0.29619851550087334,0.28603515625,0.92172116,0.0003
887,240,491520,553,-0.022967888350831345,0.2,2390,0.06774029,0.023126977556967177,0.018330859020352364,-0.5671907426789403,0.3224609375,0.3118639,0.0003
887,241,493568,556,-0.024697826339979655,0.2,2400,0.035866216,0.027920414082473144,-0.043845754116773605,-0.46434957459568976,0.277294921875,0.61980397,0.0003
887,242,495616,558,-0.027158268605126067,0.2,2410,0.033956688,0.023425229827989825,-0.01453694049268961,-0.4128940898925066,0.2529296875,0.7178129,0.0003
887,243,497664,560,-0.006730938100372441,0.2,2420,0.11896957,0.016034295704594116,0.05385896936058998,-0.3290946476627141,0.2900390625,0.6751671,0.0003
887,244,499712,562,-0.01691527216025861,0.2,2430,0.061023857,0.023856571697979233,-0.045006874948740005,-0.40297643197700383,0.28427734375,0.37954062,0.0003
887,245,501760,565,-0.028776905655104202,0.2,2440,0.04444105,0.025698137131985276,-0.06086597591638565,-0.35070566842332485,0.30361328125,0.6777369,0.0003
